race_id,race_name,race_type,region,race_date,race_year,unix_timestamp
2282,Ironman 70.3 Luxembourg-Region Moselle 2024,him,Euro,2024-06-29,2024,1719705600
2283,Ironman 70.3 Nice 2024,him,Euro,2024-06-15,2024,1718496000
2284,Ironman 70.3 Portugal - Cascais 2024,him,Euro,2024-10-18,2024,1729296000
2285,Ironman 70.3 Swansea 2024,him,Euro,2024-07-13,2024,1720915200
2286,Ironman 70.3 Switzerland 2024,him,Euro,2024-06-01,2024,1717286400
2287,Ironman 70.3 Tallinn 2024,him,Euro,2024-08-24,2024,1724544000
2288,Ironman 70.3 Valencia 2024,him,Euro,2024-04-20,2024,1713657600
2289,Ironman 70.3 Venice-Jesolo 2024,him,Euro,2024-05-04,2024,1714867200
2290,Ironman 70.3 Vichy 2024,him,Euro,2024-08-31,2024,1725148800
2291,Ironman 70.3 Warsaw 2024,him,Euro,2024-06-08,2024,1717891200
2292,Ironman 70.3 Weymouth 2024,him,Euro,2024-09-14,2024,1726358400
2293,Ironman 70.3 Zell am See-Kaprun 2024,him,Euro,2024-08-31,2024,1725148800
2294,Ironman 70.3 Augusta 2023,him,NA,2023-09-23,2023,1695513600
2295,Ironman 70.3 Boulder 2023,him,NA,,2023,
2296,Ironman 70.3 Calgary 2023,him,NA,2023-07-29,2023,1690675200
2297,Ironman 70.3 Chattanooga 2023,him,NA,,2023,
2298,Ironman 70.3 Cozumel 2023,him,NA,2023-09-23,2023,1695513600
2299,Ironman 70.3 Des Moines 2023,him,NA,,2023,
2300,Ironman 70.3 Eagleman 2023,him,NA,,2023,
2301,Ironman 70.3 Florida 2023,him,NA,2023-12-09,2023,1702166400
2302,Ironman 70.3 Gulf Coast 2023,him,NA,,2023,
2303,Ironman 70.3 Hawaii 2023,him,NA,,2023,
2304,Ironman 70.3 Indian Wells La Quinta 2023,him,NA,2023-12-02,2023,1701561600
2305,Ironman 70.3 Maine 2023,him,NA,2023-07-29,2023,1690675200
2306,Ironman 70.3 Michigan 2023,him,NA,2023-09-16,2023,1694908800
2307,Ironman 70.3 Mont-Tremblant 2023,him,NA,2023-08-19,2023,1692489600
2308,Ironman 70.3 Muncie 2023,him,NA,2023-09-29,2023,1696032000
2309,Ironman 70.3 Muskoka 2023,him,NA,2023-07-08,2023,1688860800
2310,Ironman 70.3 Musselman 2023,him,NA,2023-07-08,2023,1688860800
2311,Ironman 70.3 North Carolina 2023,him,NA,2023-10-20,2023,1697846400
2312,Ironman 70.3 Ohio 2023,him,NA,2023-07-22,2023,1690070400
2313,Ironman 70.3 Oregon 2023,him,NA,2023-07-22,2023,1690070400
2314,Ironman 70.3 Happy Valley 2023,him,NA,,2023,
2315,Ironman 70.3 Santa Cruz 2023,him,NA,2023-09-09,2023,1694304000
2316,Ironman 70.3 Victoria 2023,him,Australia,,2023,
2317,Ironman 70.3 Western Massachusetts 2023,him,NA,,2023,
2318,Ironman 70.3 Boulder 2024,him,NA,2024-06-07,2024,1717804800
2319,Ironman 70.3 Campeche 2024,him,SA,2024-03-16,2024,1710633600
2320,Ironman 70.3 Chattanooga 2024,him,NA,2024-05-18,2024,1716076800
2321,Ironman 70.3 Des Moines 2024,him,NA,2024-06-08,2024,1717891200
2322,Ironman 70.3 Gulf Coast 2024,him,NA,2024-05-10,2024,1715385600
2323,Ironman 70.3 Waco 2023,him,NA,2023-10-14,2023,1697328000
2324,Ironman 70.3 Wisconsin 2023,him,NA,2023-09-08,2023,1694217600
2325,Ironman 70.3 Coeur d'Alene 2024,him,NA,2024-06-22,2024,1719100800
2326,Ironman 70.3 Eagleman 2024,him,NA,2024-06-08,2024,1717891200
2327,Ironman 70.3 Hawaii 2024,him,NA,2024-05-31,2024,1717200000
2328,Ironman 70.3 Louisville 2024,him,NA,2024-08-17,2024,1723939200
2329,Ironman 70.3 Maine 2024,him,NA,2024-07-27,2024,1722124800
2330,Ironman 70.3 Michigan 2024,him,NA,2024-09-14,2024,1726358400
2331,Ironman 70.3 Mont-Tremblant 2024,him,NA,2024-06-22,2024,1719100800
2332,Ironman 70.3 Muncie 2024,him,NA,2024-07-12,2024,1720828800
2333,Ironman 70.3 Muskoka 2024,him,NA,2024-07-06,2024,1720310400
2334,Ironman 70.3 Musselman 2024,him,NA,2024-07-13,2024,1720915200
2335,Ironman 70.3 New York 2024,him,NA,2024-09-27,2024,1727481600
2336,Ironman 70.3 North Carolina 2024,him,NA,2024-10-18,2024,1729296000
2337,Ironman 70.3 Oceanside 2024,him,NA,2024-04-05,2024,1712361600
2338,Ironman 70.3 Ohio 2024,him,NA,2024-07-20,2024,1721520000
2339,Ironman 70.3 Oregon 2024,him,NA,2024-07-20,2024,1721520000
2340,Ironman 70.3 Happy Valley 2024,him,NA,2024-06-29,2024,1719705600
2341,Ironman 70.3 St. George 2024,him,NA,2024-05-03,2024,1714780800
2342,Ironman 70.3 Texas 2024,him,NA,2024-04-06,2024,1712448000
2343,Ironman 70.3 Waco 2024,him,NA,2024-10-05,2024,1728172800
2344,Ironman 70.3 Washington Tri-Cities 2024,him,NA,2024-09-21,2024,1726963200
2345,Ironman 70.3 Western Massachusetts 2024,him,NA,2024-06-08,2024,1717891200
2346,Ironman 70.3 Wisconsin 2024,him,NA,2024-09-06,2024,1725667200
2347,Ironman 70.3 Buenos Aires 2023,him,SA,2023-10-28,2023,1698537600
2348,Ironman 70.3 Cartagena 2023,him,SA,2023-12-02,2023,1701561600
2350,Ironman 70.3 Fortaleza 2023,him,SA,2023-11-18,2023,1700352000
2351,Ironman 70.3 Rio de Janeiro 2023,him,SA,2023-07-08,2023,1688860800
2352,Ironman 70.3 Cap Cana 2024,him,SA,2024-04-27,2024,1714262400
2353,Ironman 70.3 São Paulo 2023,him,SA,2023-09-23,2023,1695513600
2354,Ironman 70.3 Turkey 2023,him,Euro,2023-10-28,2023,1698537600
2355,Ironman 70.3 Vichy 2023,him,Euro,2023-08-18,2023,1692403200
2356,Ironman 70.3 Acapulco 2024,him,SA,2024-11-30,2024,1733011200
2357,Ironman 70.3 Buenos Aires 2024,him,SA,2024-11-02,2024,1730592000
2358,Ironman 70.3 Calgary 2024,him,NA,2024-07-27,2024,1722124800
2359,Ironman 70.3 Cartagena 2024,him,SA,2024-11-30,2024,1733011200
2360,Ironman 70.3 Cozumel 2024,him,NA,2024-09-21,2024,1726963200
2361,Ironman 70.3 Davao Philippines 2024,him,Asia,2024-08-10,2024,1723334400
2362,Ironman 70.3 Ecuador 2024,him,SA,2024-07-06,2024,1720310400
2363,Ironman 70.3 Elsinore 2024,him,Euro,2024-06-22,2024,1719100800
2364,Ironman 70.3 Florianopolis 2024,him,SA,2024-04-13,2024,1713052800
2365,Ironman 70.3 Fortaleza 2024,him,SA,2024-08-24,2024,1724544000
2366,Ironman 70.3 Goa 2024,him,Asia,2024-10-26,2024,1729987200
2367,Ironman 70.3 Langkawi 2024,him,Asia,2024-10-11,2024,1728691200
2368,Ironman 70.3 Lapu Lapu 2024,him,Asia,2024-04-20,2024,1713657600
2369,Ironman 70.3 Monterrey 2024,him,SA,2024-04-13,2024,1713052800
2370,Ironman 70.3 Mossel Bay 2024,him,Africa,2024-11-16,2024,1731801600
2371,Ironman 70.3 Oman 2024,him,Asia,2024-02-16,2024,1708128000
2372,Ironman 70.3 Panama 2024,him,SA,2024-02-24,2024,1708819200
2373,Ironman 70.3 Peru 2024,him,SA,2024-04-20,2024,1713657600
2374,Ironman 70.3 Phu Quoc 2024,him,Asia,2024-11-16,2024,1731801600
2375,Ironman 70.3 Porec 2024,him,Euro,2024-10-19,2024,1729382400
2376,Ironman 70.3 Poznan 2024,him,Euro,2024-08-31,2024,1725148800
2377,Ironman 70.3 Pucon 2024,him,SA,2024-01-06,2024,1704585600
2378,Ironman 70.3 Puerto Rico 2024,him,SA,2024-03-16,2024,1710633600
2379,Ironman 70.3 Punta del Este 2024,him,SA,2024-03-02,2024,1709424000
2380,Ironman 70.3 Rio de Janeiro 2024,him,SA,2024-06-22,2024,1719100800
2381,Ironman 70.3 Riviera Nayarit 2024,him,SA,2024-11-09,2024,1731196800
2382,Ironman 70.3 Rwanda 2024,him,Africa,2024-08-03,2024,1722729600
2383,Ironman 70.3 Salalah 2024,him,Asia,2024-10-25,2024,1729900800
2384,Ironman 70.3 San Juan 2024,him,SA,2024-04-06,2024,1712448000
2385,Ironman 70.3 Santa Cruz 2024,him,NA,2024-09-07,2024,1725753600
2386,Ironman 70.3 São Paulo 2024,him,SA,2024-09-21,2024,1726963200
2387,Ironman 70.3 Subic Bay 2024,him,Asia,2024-06-08,2024,1717891200
2388,Ironman 70.3 Tangier 2024,him,Africa,2024-10-26,2024,1729987200
2389,Ironman 70.3 Turkey 2024,him,Euro,2024-11-02,2024,1730592000
2390,Ironman 70.3 Valdivia 2024,him,SA,2024-11-16,2024,1731801600
2391,Ironman 70.3 Vietnam 2024,him,Asia,2024-05-11,2024,1715472000
2392,Ironman 70.3 Mallorca 2025,him,Euro,2025-05-09,2025,1746835200
2393,Ironman 70.3 Mallorca 2024,him,Euro,2024-05-10,2024,1715385600
2394,Ironman 70.3 Warsaw 2025,him,Euro,2025-06-07,2025,1749340800
2395,Ironman 70.3 Kenting 2024,him,Asia,2024-10-05,2024,1728172800
2396,Ironman 70.3 Melbourne 2024,him,Australia,2024-11-09,2024,1731196800
2397,Ironman 70.3 Aracaju-Sergipe 2024,him,SA,2024-11-23,2024,1732406400
2398,Ironman 70.3 La Quinta 2024,him,NA,2024-12-07,2024,1733616000
2399,Ironman 70.3 Florida 2024,him,NA,2024-12-14,2024,1734220800
2400,Ironman 70.3 Pucon 2025,him,SA,2025-01-11,2025,1736640000
2401,Ironman 70.3 Oman 2025,him,Asia,2025-02-07,2025,1738972800
2402,Ironman 70.3 New Zealand 2025,him,Australia,2025-02-28,2025,1740787200
2403,Ironman 70.3 Monterrey 2025,him,SA,2025-03-01,2025,1740873600
2404,Ironman 70.3 Puerto Princesa 2025,him,Asia,2025-03-01,2025,1740873600
2405,Ironman 70.3 Punta del Este 2025,him,SA,2025-03-08,2025,1741478400
2406,Ironman 70.3 Campeche 2025,him,SA,2025-03-15,2025,1742083200
2407,Ironman 70.3 Puerto Rico 2025,him,SA,2025-03-15,2025,1742083200
2408,Ironman 70.3 Geelong 2025,him,Australia,2025-03-22,2025,1742688000
2409,Ironman 70.3 Panama 2025,him,SA,2025-03-29,2025,1743292800
2410,Ironman 70.3 Oceanside 2025,him,NA,2025-04-04,2025,1743811200
2411,Ironman 70.3 San Juan 2025,him,SA,2025-04-05,2025,1743897600
2412,Ironman 70.3 Texas 2025,him,NA,2025-04-05,2025,1743897600
2413,Ironman 70.3 Brasilia 2025,him,SA,2025-04-12,2025,1744502400
2414,Ironman 70.3 Valencia 2025,him,Euro,2025-04-26,2025,1745712000
2415,Ironman 70.3 Peru 2025,him,SA,2025-04-26,2025,1745712000
2416,Ironman 70.3 Cap Cana 2025,him,SA,2025-05-03,2025,1746316800
2417,Ironman 70.3 Port Macquarie 2025,him,Australia,2025-05-03,2025,1746316800
2418,Ironman 70.3 Venice-Jesolo 2025,him,Euro,2025-05-03,2025,1746316800
2419,Ironman 70.3 Gulf Coast 2025,him,NA,2025-05-09,2025,1746835200
2420,Ironman 70.3 St. George 2025,him,NA,2025-05-09,2025,1746835200
2421,Ironman 70.3 Vietnam 2025,him,Asia,2025-05-10,2025,1746921600
2422,Ironman 70.3 Aix-en-Provence 2025,him,Euro,2025-05-17,2025,1747526400
2423,Ironman 70.3 Chattanooga 2025,him,NA,2025-05-17,2025,1747526400
2424,Ironman 70.3 Desaru Coast 2025,him,Asia,2025-05-24,2025,1748131200
2425,Ironman 70.3 Kraichgau 2025,him,Euro,2025-05-24,2025,1748131200
2426,Ironman 70.3 Shanghai Chongming 2025,him,Asia,2025-05-24,2025,1748131200
2427,Ironman 70.3 Victoria 2025,him,Australia,2025-05-24,2025,1748131200
2428,Ironman 70.3 Hawaii 2025,him,NA,2025-05-30,2025,1748649600
2429,Ironman 70.3 Durban 2025,him,Africa,2025-05-31,2025,1748736000
2430,Ironman 70.3 Switzerland 2025,him,Euro,2025-05-31,2025,1748736000
2431,Ironman 70.3 Tours Metropole - Loire Valley 2025,him,Euro,2025-05-31,2025,1748736000
2432,Ironman 70.3 Bolton 2025,him,Euro,2025-06-07,2025,1749340800
2433,Ironman 70.3 Des Moines 2025,him,NA,2025-06-07,2025,1749340800
2434,Ironman 70.3 Eagleman 2025,him,NA,2025-06-07,2025,1749340800
2435,Ironman 70.3 Western Massachusetts 2025,him,NA,2025-06-07,2025,1749340800
2436,Ironman 70.3 Boulder 2025,him,NA,2025-06-13,2025,1749859200
2437,Ironman 70.3 Cairns 2025,him,Australia,2025-06-14,2025,1749945600
2438,Ironman 70.3 Goseong 2025,him,Asia,2025-06-14,2025,1749945600
2439,Ironman 70.3 Happy Valley 2025,him,NA,2025-06-14,2025,1749945600
2440,Ironman 70.3 San Andres 2025,him,SA,2025-06-14,2025,1749945600
2441,Ironman 70.3 Subic Bay 2025,him,Asia,2025-06-14,2025,1749945600
2442,Ironman 70.3 Elsinore 2025,him,Euro,2025-06-21,2025,1750550400
2443,Ironman 70.3 Mont-Tremblant 2025,him,NA,2025-06-21,2025,1750550400
2444,Ironman 70.3 Rockford 2025,him,NA,2025-06-21,2025,1750550400
2445,Ironman 70.3 Westfriesland 2025,him,Euro,2025-06-21,2025,1750550400
2446,Ironman 70.3 Nice 2025,him,Euro,2025-06-28,2025,1751155200
2447,Ironman 70.3 Coeur d'Alene 2025,him,NA,2025-06-21,2025,1750550400
2452,Ironman Tallinn 2025,im,Euro,2025-08-22,2025,1755907200
2453,Ironman Switzerland 2025,im,Euro,2025-08-23,2025,1755993600
2454,Ironman Wisconsin 2025,im,NA,2025-09-06,2025,1757203200
2455,Ironman Japan 2025,im,Asia,2025-09-13,2025,1757808000
2456,Ironman Italy 2025,im,Euro,2025-09-19,2025,1758326400
2457,Ironman Maryland 2025,im,NA,2025-09-19,2025,1758326400
2458,Ironman Wales 2025,im,Euro,2025-09-20,2025,1758412800
2459,Ironman Chattanooga 2025,im,NA,2025-09-27,2025,1759017600
2460,Ironman Gurye 2025,im,Asia,2025-09-27,2025,1759017600
2461,Ironman Barcelona 2025,im,Euro,2025-10-04,2025,1759622400
2462,Ironman Malaysia 2025,im,Asia,2025-10-31,2025,1761955200
2463,Ironman Portugal - Cascais 2025,im,Euro,2025-10-17,2025,1760745600
2464,Ironman California 2025,im,NA,2025-10-18,2025,1760832000
2465,Ironman Florida 2025,im,NA,2025-10-31,2025,1761955200
2466,Ironman Arizona 2025,im,NA,2025-11-15,2025,1763251200
2467,Ironman Cozumel 2025,im,NA,2025-11-22,2025,1763856000
2468,Ironman Western Australia 2025,im,Australia,2025-12-06,2025,1765065600
2590,Ironman 70.3 Acapulco 2025,him,SA,2025-11-08,2025,1762646400
2591,Ironman 70.3 Agadir 2025,him,Africa,2025-10-25,2025,1761436800
2592,Ironman 70.3 Aracaju-Sergipe 2025,him,SA,2025-11-29,2025,1764460800
2593,Ironman 70.3 Augusta 2025,him,NA,2025-09-27,2025,1759017600
2594,Ironman 70.3 Boise 2025,him,NA,2025-07-25,2025,1753488000
2595,Ironman 70.3 Buenos Aires 2025,him,SA,2025-11-01,2025,1762041600
2596,Ironman 70.3 Calgary (Partial Bike) 2025,him,NA,2025-07-26,2025,1753574400
2597,Ironman 70.3 Cartagena 2025,him,SA,2025-11-29,2025,1764460800
2598,Ironman 70.3 Cozumel 2025,him,NA,2025-09-20,2025,1758412800
2599,Ironman 70.3 Lapu Lapu 2025,him,Asia,2025-08-09,2025,1754784000
2600,Ironman 70.3 Duisburg 2025,him,Euro,2025-09-06,2025,1757203200
2601,Ironman 70.3 Ecuador 2025,him,SA,2025-07-19,2025,1752969600
2602,Ironman 70.3 Italy Emilia-Romagna 2025,him,Euro,2025-09-20,2025,1758412800
2603,Ironman 70.3 Encarnacion 2025,him,SA,2025-09-27,2025,1759017600
2604,Ironman 70.3 Erkner 2025,him,Euro,2025-09-13,2025,1757808000
2605,Ironman 70.3 Florianopolis 2025,him,SA,2025-10-25,2025,1761436800
2606,Ironman 70.3 Florida 2025,him,NA,2025-12-13,2025,1765670400
2607,Ironman 70.3 Goa 2025,him,Asia,2025-11-08,2025,1762646400
2608,Ironman 70.3 Greece 2025,him,Euro,2025-10-25,2025,1761436800
2609,Ironman 70.3 Hradec Králové 2025,him,Euro,2025-08-16,2025,1755388800
2610,Ironman 70.3 Jönköping 2025,him,Euro,2025-07-05,2025,1751760000
2611,Ironman 70.3 Kenting 2025,him,Asia,2025-11-01,2025,1762041600
2612,Ironman 70.3 Knokke-Heist 2025,him,Euro,2025-09-06,2025,1757203200
2613,Ironman 70.3 Krakow 2025,him,Euro,2025-08-02,2025,1754179200
2614,Ironman 70.3 La Quinta 2025,him,NA,2025-12-06,2025,1765065600
2615,Ironman 70.3 Langkawi 2025,him,Asia,2025-10-31,2025,1761955200
2616,Ironman 70.3 Louisville 2025,him,NA,2025-08-16,2025,1755388800
2617,Ironman 70.3 Luxembourg-Region Moselle 2025,him,Euro,2025-07-12,2025,1752364800
2618,Ironman 70.3 Maine 2025,him,NA,2025-07-26,2025,1753574400
2619,Ironman 70.3 Melbourne 2025,him,Australia,2025-11-08,2025,1762646400
2620,Ironman 70.3 Michigan 2025,him,NA,2025-09-13,2025,1757808000
2621,Ironman 70.3 Mossel Bay 2025,him,Africa,2025-11-15,2025,1763251200
2622,Ironman 70.3 Muncie 2025,him,NA,2025-07-11,2025,1752278400
2623,Ironman 70.3 Muskoka 2025,him,NA,2025-07-05,2025,1751760000
2624,Ironman 70.3 Musselman 2025,him,NA,2025-07-12,2025,1752364800
2625,Ironman 70.3 New York 2025,him,NA,2025-09-19,2025,1758326400
2626,Ironman 70.3 North Carolina 2025,him,NA,2025-10-24,2025,1761350400
2627,Ironman 70.3 Ohio 2025,him,NA,2025-07-19,2025,1752969600
2628,Ironman 70.3 Oregon 2025,him,NA,2025-07-19,2025,1752969600
2629,Ironman 70.3 Phu Quoc 2025,him,Asia,2025-11-15,2025,1763251200
2630,Ironman 70.3 Porec 2025,him,Euro,2025-10-18,2025,1760832000
2631,Ironman 70.3 Portugal - Cascais 2025,him,Euro,2025-10-17,2025,1760745600
2632,Ironman 70.3 Poznan 2025,him,Euro,2025-09-06,2025,1757203200
2633,Ironman 70.3 Rio de Janeiro 2025,him,SA,2025-08-09,2025,1754784000
2634,Ironman 70.3 Riviera Nayarit 2025,him,SA,2025-12-06,2025,1765065600
2635,Ironman 70.3 Salalah 2025,him,Asia,2025-10-24,2025,1761350400
2636,Ironman 70.3 Santa Cruz 2025,him,NA,2025-09-06,2025,1757203200
2637,Ironman 70.3 São Paulo 2025,him,SA,2025-09-20,2025,1758412800
2638,Ironman 70.3 Sunshine Coast 2025,him,Australia,2025-09-13,2025,1757808000
2639,Ironman 70.3 Swansea 2025,him,Euro,2025-07-12,2025,1752364800
2640,Ironman 70.3 Tallinn 2025,him,Euro,2025-08-23,2025,1755993600
2641,Ironman 70.3 Turkey 2025,him,Euro,2025-11-01,2025,1762041600
2642,Ironman 70.3 Valdivia 2025,him,SA,2025-11-29,2025,1764460800
2643,Ironman 70.3 Vichy 2025,him,Euro,2025-08-23,2025,1755993600
2644,Ironman 70.3 Waco 2025,him,NA,2025-10-04,2025,1759622400
2645,Ironman 70.3 Washington Tri-Cities 2025,him,NA,2025-09-20,2025,1758412800
2646,Ironman 70.3 Western Australia 2025,him,Australia,2025-12-06,2025,1765065600
2647,Ironman 70.3 Western Sydney 2025,him,Australia,2025-09-20,2025,1758412800
2648,Ironman 70.3 Weymouth 2025,him,Euro,2025-09-13,2025,1757808000
2649,Ironman 70.3 Wisconsin 2025,him,NA,2025-09-05,2025,1757116800
2650,Ironman 70.3 Zell am See-Kaprun 2025,him,Euro,2025-08-30,2025,1756598400
2651,Ironman 70.3 Belgrade 2025,him,Euro,2025-09-20,2025,1758412800
2652,Ironman 70.3 World Championship 2023,him,Euro,2023-08-25,2023,1693008000
2653,Ironman 70.3 World Championship 2024,him,Australia,2024-12-13,2024,1734134400
2654,Ironman 70.3 World Championship 2024,him,Australia,2024-12-14,2024,1734220800
2655,Ironman 70.3 World Championship 2023,him,Euro,2023-08-26,2023,1693094400
2656,Ironman 70.3 World Championship 2022,him,NA,2022-10-28,2022,1667001600
2657,Ironman 70.3 World Championship 2019,him,Euro,2019-09-07,2019,1567900800
2658,Ironman 70.3 World Championship 2018,him,Africa,2018-09-01,2018,1535846400
2659,Ironman 70.3 World Championship 2017,him,NA,2017-09-08,2017,1504915200
2660,Ironman 70.3 New York 2023,him,NA,2023-09-22,2023,1695427200
2661,Ironman 70.3 World Championship 2025,him,Euro,2025-11-07,2025,1762560000
2662,Ironman 70.3 World Championship 2025,him,Euro,2025-11-08,2025,1762646400
2663,Ironman New Zealand 2026,im,Australia,2026-03-06,2026,1772841600
2682,Ironman 70.3 Pucon 2026,him,SA,2026-01-10,2026,1768089600
2683,Ironman 70.3 Muscat 2026,him,Africa,2026-02-13,2026,1771027200
2684,Ironman 70.3 San Salvador 2026,him,SA,2026-02-21,2026,1771718400
2685,Ironman 70.3 Colombo 2026,him,Asia,2026-02-21,2026,1771718400
2686,Ironman 70.3 New Zealand 2026,him,Australia,2026-03-06,2026,1772841600
2687,Ironman 70.3 Punta del Este 2026,him,SA,2026-03-07,2026,1772928000
2688,Ironman 70.3 Dallas 2026,him,NA,2026-03-14,2026,1773532800
2689,Ironman 70.3 Puerto Rico 2026,him,SA,2026-03-14,2026,1773532800
2690,Ironman 70.3 Geelong 2026,him,Australia,2026-03-21,2026,1774137600
2691,Ironman 70.3 Panama 2026,him,SA,2026-03-21,2026,1774137600
